id,company,country,year,status,bio,hist,org,media,social,gov,link,clean_link,link_clean_notes,text,processed_link,snapshot_count,first_snapshot,last_snapshot
46,Aiseemu Technology,China,,,,,,,,,,,,,,,,
47,Aisles,United States,,,,,,,,,https://aisles.app/,https://aisles.app/,,,https://aisles.app/,95,2.02E+13,2.03E+13
48,AiUnion Technology,"Taiwan, Province of China",2018,Private,0,0,0,0,0,0,http://www.aiunion.com.tw/en/index.html,https://www.aiunion.com.tw/index.html,"canonical, og:url | needs manual review","AI Intelligent Video Recognition System. AiUnion Intelligent Video Recognition System. Innovative and advanced AI deep learning technology Flexible deployment structure for deploying AI Recognition System. Application Intelligent City,Intelligent Airport, Intelligent Station, Intelligent Community,Intelligent Traffic & Security, Intelligent Retail Store, Intelligent Mall, etc. Dynamic Facial Recognition Extremely wide human face capture angles, partial masking of human faces, high-speed identification performance. Face AI AI Dynamic Facial Recognition Solutions: AI CNN deep learning technology, Highly generalization, dynamic, and accurate, 512 facial feature points sampling, faces partial covered recognized: sunglasses, gauze mask, hat wearing, extreme face tilted angles recognized, face enrolling sources: ID photos, video, snapshot, web photos, edge or cloud system deployment structures, non-cooperating & dynamic environment. Recognition Accuracy. FaceAI Solutions: ID Check, Access Control, Attendance Records, Black List Alert, Real Name Authentication, VIP / Visitor Management. Smart Building Application. Smart Management Application. Vehicle Attribute Recognition & Big Data Intelligent City, security and traffic system application. Innovative and advanced AI deep learning technology with highly generalization ability, dynamic, and accurate. Structural analysis of vehicle features: vehicle color, vehicle type, license plate color, license plate number, vehicle brand and car model. Big data & cloud information retrieval system integration. Intelligent City, security and traffic system application. Crowd Behavior Analysis Public security application: 3D crowd counteR&Density analysis, Abnormal Lingering On, Virtual Fence, suspicious remnants detection. People Behavior AI Perimeter Security & Behavior Recognition. Innovative and advanced AI deep learning technology with highly generalization ability, dynamic, and accurate. Public security application: 3D crowd counteR&Density analysis, Abnormal Lingering On, Virtual Fence, suspicious remnants detection. Big Data application & people attributes: sex, age range, hair style, clothes color. Flexible deployment structure for deploying AI recognition systems on site or in the cloud. Big Data application & people attributes Use big data for structural analysis of person attributes (gender, age class, hair length, clothing pants color, etc.). About us Based on AI CNN Deep Learning technology, AiUnion develops FaceAI system for face capturing, face recognizing, identity enrolling and matching. AiUnion develops the differentiated AI solutions for the different industry fields, such as public security, bank, factory, building etc., and integrated with big data analysis and cloud system. Our vision is to create a win-win value with partners and customers in the new AI era. System Products Dynamic Facial Recognition Crowd Behavior Analysis 3D People CounteR&Density Vehicle Attributes Recognition and Big Data Analysis Technical features Innovative and advanced AI deep learning technology with highly generalization ability, dynamic, and accurate. Extremely wide image capture angles, partial masking of object, high-speed identification performance. Flexible deployment structure for deploying AI recognition systems on site or in the cloud. Structural analysis of image features and big data applications: including facial features, human attributes, vehicle characteristics, etc. Application area Public security, criminal investigation, security monitoring, identity verification, employee attendance management, access control, big data analysis, business customer relationship management, etc. Smart city, smart airport, smart station, smart transportation, road safety, smart park, smart campuse, smart retail, smart bank, smart building, smart community, and other different industries. Health AI AI FOREHEAD TEMPERATURE CHECK SYSTEM PROTECT YOUR HEALTH. Features Thermal Imager + AI Face Detection forehead temperature check and abnormal alert facial image visualization Thermal Imager + AI Face Recognition face recognition , real-time trace. combine face recognition system automatic forehead temperature check, record , track and examine abnormal temperature alert autonomous health management.",,,,
49,Ajou University,"Korea, Republic of",1973,,,,,,,,https://www.ajou.ac.kr/en/index.do ,http://www.ajou.ac.kr/kr/index.do,canonical,,,,,
50,Akurat Satu Indonesia,Indonesia,,,,,,,,,,,,,,,,
51,AlcatrazAI,United States,2016,Private,0,0,1,0,0,0,https://www.alcatraz.ai/about,https://www.alcatraz.ai/,logo link | needs manual review,"Our Mission. Alcatraz  mission is to make authentication secure and frictionless. The platform is scalable, fast, easy to integrate and works with existing access control systems. We use computer vision and artificial intelligence for real-time decision making on the edge. Our algorithms constantly improve with deep learning-based analytics at the core. Alcatraz starts with physical access control, replacing current badge and biometric readers. Over time, we will be adding more applications in a wide range of verticals. What we value. Ownership. We want people who like to own products from start to end. Work accross different parts of the stack. Pitch for help wherever they can contribute, and take pride of their work. Agility. We work with cutting edge technologies. We push ourselves to adapt to change and adopt new technologies. We re more afraid of losing an opportunity than by making mistakes. Openness. We value people who are unafraid of speaking their thoughts, seeking help from others, and receive feedback with an open mind. We ensure that our culture cultivates this value at all times.",,,,
52,AlchemeSkincare,Singapore,2017,Private,0,0,0,1,0,0,https://alcheme.one/about-us/,https://alcheme.one/,site unreachable (used root),"Your perfect personalised skincare regimen. 40 years of skincare experience backed by tests in Japan, Korea and Europe. Each product is uniquely formulated to fit your skin s needs, based on the lifestyle you lead. Guaranteed to deliver results! If you don t, we reformulate. Your skin is your unique imprint; ever changing and one of a kind. It needs a potent care regimen, created from the purest of nature s elixirs to address its every need. It needs alche{me}! Conscious skincare, made to transform your skin, effortlessly. Conscious from start to fіnish. The answers to your skin problems do not lie in mass-produced bottles that harm the planet. alche{me} is not just personalized skincare. It s conscious skincare. Care for you. Care for the planet. At alche{me}, we work to reduce our carbon footprint every step of the way. Our innovative technology is built to create precise skincare solutions in real time, manufacturing on demand with minimal wastage. We all have different lifestyles, priorities, and skin types. Whether your focus is on clearing up acne, slowing down your skin s aging, looking for that extra glow (or all 3!), you shouldn t need a shelf full of products and a free evening. Our brand was born out of the belief that our skincare routine could be made simple and effective, if products were tailored to each person s unique needs. That s why each bottle is formulated individually, to ensure that every ingredient that goes on your skin is exactly what you need. Our lab in Singapore. All alche{me} products are manufactured right here in Singapore. Our GMP-certified, state-of-the-art laboratory follows a set of stringent quality control and safety measures to ensure that all our products deliver exactly what they are promised to do. Our technology. alche{me} uses an intelligent facial detection technology to fairly assess your skin. Based on your selfie, the algorithms estimate various criteria (size and number of wrinkles, dark spots, pores, etc.) and compare your results to your relevant peer group. The additional details from your questionnaire, will help then to generate a preliminary recommendation according to your skin diagnosis, lifestyle and environment. You can modify your priorities, add comments and details, and opt for a scented formulation or a lighter texture when available. An alche{me} skincare expert will contact you to ensure that the final analysis is accurate. Once confirmed, the Singapore based state-of-the art lab gets to work on your personalised products.",,,,
53,Alchera Inc,"Korea, Republic of",2016,Private,1,0,1,1,0,0,https://www.alcherainc.com/en_US/,https://www.alchera.ai/,no strong candidates; using root landing,"Make your AI dreams a reality with Artificial Intelligence based Augmented Reality. WELCOME TO ALCHERA! Alchera is a technology-driven startup of Korea, whose domain area is Artificial Intelligence (AI) and Augmented Reality (AR) founded by Machine Learning & Graphics professionals. AI / Artificial Intelligence: We aspire to create intelligent algorithms preforming high-level understanding tasks from digital images or videos using AI for a better future. Face Detection and Tracking Our face detection and tracking technology have an ability to localize faces in the wild circumstances within milliseconds even on mobile devices. Also, it can provide consistent performance in any images of faces with various expressions and low image quality. Facial Feature Point Tracking Locating facial feature points in images of faces is an important stage for numerous facial image interpretation tasks. Our facial feature point tracking algorithm can provide various number of feature points in any face images with various poses and expressions. 3D Shape Tracking It estimates 3D face shape through monocular camera. It gives you information about how much your face rotate, move, and express in 3D coordinates and our real world. It works in a few milliseconds on a mobile device. Face Identification / Verification Our face recognition solution guarantees high reliability and credibility to identify and verify a person from an image or a video frame in real wild world. It also is able to pick a person to be recognized out of large-scale face database in milliseconds. Facial Attribute Recognition Our face detection and tracking technology have an ability to localize faces in the wild circumstances within milliseconds even on mobile devices. Also, it can provide consistent performance in any images of faces with various expressions and low image quality. Our face attribute solution predicts ages, expressions, and genders with high accuracy in the wild images. Face Anti-Spoofing We are assuring user presence. We will give you a powerful solution to protect you against spoofing attempts. All you need for this is just a camera. Hand shape detection It locates and recognizes 6 different hand shapes(rock, paper, scissors, heart, V-shape, thumb-up) from an image in real-time on a mobile phone. 3D Hand Skeleton It recognizes hand skeleton joins along various hand pose. Furthermore, our AI engine can produce 3D positions of each skeleton through a monocular camera and a mobile phone. It can lead you to 3D hand gesture world with very low cost. Object Detection It detects important 7 objects such as car, bus, pedestrian etc., in real-time. It also locates and recognize the objects with the size of 30×30 in UHD resolution (4096×2160). This technology is driven by Alchera s own deep learning compression and acceleration platform. Mobile Deep Learning Platform Locating facial feature points in images of faces is an important stage for numerous facial image interpretation tasks. Our facial feature point tracking algorithm can provide various number of feature points in any face images with various poses and expressions. What we do AI-based AR Platform. AR / Augmented Reality: Deforming real world objects or executing augmented reality with AI information. 3D Face Reconstruction Re-creating 3D face models from a single image. 3D Animoji Animating an avatar according to the user s facial expression thru a monocular camera. 3D Rendering Adding 3D virtual objects by estimating 3D coordinates from 2D facial landmark points. AR Game Using face and hand tracking interface. Light Transfer Transforming mediocre images into glamor shots. Face Relighting Adding 3D virtual lighting to images. Big Data / Data Analytics: Get High Quality Dataset For Your Visual AI Model. We provide high quality datasets for visual AI models with a team of computer vision AI experts. Starting from sourcing raw data, Datastill completes high quality data set with reasonable cost. DATA SOURCING Foreigner and local face data, autonomous driving and driver status monitoring data capture. DATA ANNOTATION Classification, Attribute, BBox, BBox Attribute, Polygon, Polygon Attribute, Point, Face landmark. WHY CHOOSE US: 100+ LABELING WORKFORCE We provide quality-assured data labeling service with 100% in-house workforce from our Vietnam corporation. VISUAL AI EXPERTS We have video, image recognition AI experts working together as a team. LOW COST, HIGH QUALITY We offer reasonable pricing for high quality datasets. COMMUNICATION With diverse project experiences, we communicate with customers well.",,,,
54,Alfabeta,Indonesia,,,,,,,,,https://alfabeta.co.id ,https://alfabeta.co.id/,"canonical, og:url, nav ""home"" | needs manual review",,,,,
55,AlgoFace,United States,2018,active,,,,,,,https://algoface.ai,https://www.algoface.ai/,no strong candidates; using root landing,,,,,
56,Alice Biometrics,Spain,,,,,,,,,https://www.alicebiometrics.com/,https://alicebiometrics.com/,no strong candidates; using root landing,,,,,
57,Alivia / Innovation Sys,Russian Federation,,,,,,,,,,,,,,,,
58,Allevate Limited,United Kingdom,,,,,,,,,https://allevate.com/,https://allevate.com/,,,https://allevate.com/,108,2.01E+13,2.03E+13
59,AllGoVision,India,2010,Private,0,0,1,1,0,0,https://www.allgovision.com/,https://www.allgovision.com/index.php,logo link | needs manual review,"See, Sense, Secure. Deep Learning AI Video Analytics. ISO 9001: 2015 for Software Product Development (Video Analytics). Trusted Video analytics partner since 2009. Proven Installations in 30+ Countries. Open Platform: Integration with 10+ Open Platform VMS like Milestone, Genetec, Honeywell, Cisco, IndigoVision, etc, SaaS enabled: Deep Learning Video Analytics for Cloud / Hosted Centralized Platform, Comprehensive: 50+ Features, which can be used for varied applications in different sectors, Deep Learning (AI Enabled): Deep Learning for Every Feature (supports both CPU & GPU), Proven: Successful Installations with 100+ Channel Partners in 30+ Countries, Flexible: Capability to run analytics on either server or camera edge. 50+ Basic and Advanced Features Face Recognition Black list or VIP identification Access control & attendance Restricted zone monitoring Forensic Face Search Intrusion Detection Detects entry of intruders into high security installations & sterile zones Protects compound perimeter Suspicious Incidences Detects abnormal behaviour, suspicious objects and activities Detects Loitering, Tailgating, Left & Missing Objects Counting and Reporting Footfall statistics for business optimization Queue monitoring to improve queuing time for consumers Traffic & Parking Management Effective traffic control and detection of illegal traffic behaviour at traffic intersection, highway & city roads Detection of Wrong Way Movement, Over Speeding, Illegal parking, etc. Multi Camera Tracking Smart Subject Search Tracks Objects like People, Vehicles through multiple cameras. License Plate Recognition Captures & recognizes license plates Identifies vehicles for traffic violations, automates access control & actions Red Light Violation Detection Crowd Management Crowd monitoring & management by crowding alert, live crowd count, crowd flow analysis & counter flow Smoke & Fire Detection Early warning of smoke and fire in outdoors, large indoors, oil & gas plants, datacenters Business Intelligence Forensic search by metadata Heat map & flow map for movement density & direction trends Comparison charts Privacy Masking Privacy for people under surveillance, unmasked video for storage, masked video for monitoring & evidence export Face Counting and Analysis Viewership measurement (face count, presence and frequency) Demo-graphic profiling for digital signage. Architecture: Server Analytics Flexibility in installation Can be installed either in the same machine as VMS or in a separate machine Can take video feed either directly from camera or VMS Can send alarms to VMS viewer (eg. Smart Client) application, Distributed architecture Can run on a local Server or Edge or Cloud Ability to send alarms over WAN Alarm Center can be hosted on WAN or Cloud, Edge Analytics Can send alarms to VMS viewer (eg. Smart Client) application Can run as a windows service for upto 200 channels/server. Sectors We Serve: Critical Infrastructure Power Education Oil & Gas Hospitality Transportation Banking Industries Retail City Enterprise Government. AllGoVision Video Analytics AllGoVision is a renowned Video Analytics Solution. With successful installation in more than 30 countries with the help of 100+ Channel Partners, AllGoVision has become a reputed name worldwide. Headquartered in Bangalore, the Silicon City of India, AllGoVision also has presence in UK, USA, UAE and Korea. AllGoVision is well-equipped with 50 plus Basic and Advanced Features of Video Analytics which find varied applications in Traffic Surveillance, Building Surveillance, City Surveillance, Business Intelligence across different Sectors. AllGoVision has dedicated itself to in-depth research and product innovation and with the right mix of in-house Image Processing Expertise and skilful engineers, AllGoVision has been successfully integrated with 10+ major VMS like Milestone, Genetec, Honeywell EBI, HUS, DVM, Wavestore, etc. AllGoVision puts strong emphasis on Robust Performance, Ease of Use, Customisability, and Cost Efficiency. It has very effective solutions for Next Gen Video Analytics, like Intelligent Traffic Surveillance, Crowd Management, Perimeter Protection, Suspicious Incidences Detection, Retail Intelligence, Facial Recognition and Multi Camera Tracking. AllGoVision s primary focus is to provide solutions with high reliability and accuracy. Face Recognition Face Recognition : Matches the Face to that in the database. Alarms: Option to send Alarms whether Face Matching or non Matching to VMS/ Alarm Center Applications: Black List Alarm (Terrorists, Shoplifters, Known Offenders) VIP Identification Restricted Zone Security / Lobby Management Face Verification based Access Control & Attendance System Forensic Analysis Viewership Analytics (Face Count, Face Presence, Face Frequency) Demographic Profiling(Age Group and Gender Detection). City / Traffic Surveillance Target Sectors Government Sectors Traffic Surveillance Highway and State Road Surveillance Defense Airports, railway stations etc Critical Infrastructure Commercial Sectors Industrial areas Toll gates Gated communities Residential enclaves etc. Boundary Crossing Trespass Tailgating Wrong Way Detection Illegal Parking Left Out Baggage Detection Crowd Detection Vehicle Counting Speeding Detection Missing Object Detection Smart Auto PTZ Control Object Classification PTZ Handoff Video Smoke Detection Multi Camera Tracking RLVD License Plate Recognition. Effective traffic control at intersections Detection of illegal traffic behavior Unauthorized crowding detection Suspicious object detection Suspicious behavior detection in public places Toll evasion detection at tollbooths Unauthorized entry detection Detection of unauthorized parking. Building Surveillance Target Sectors Target Sectors Transportation(Airport \ Railways \ Sea Ports) Oil & Gas Enterprise(IT Parks \ Infrastructure \ Office Premises \ Financial Institutes) Critical Infrastructure(Building of National Importance) Power Education Banking Religious Places HealthCare. About Us AllGoVision Technologies Pvt Ltd, is a leading player of Video Analytics, and manufactures AllGoVision, a renowned Video Analytics Solution. The company was started as a product unit in 2009, and with its growth, became an independent entity in 2016. With successful installation in more than 30 countries with the help of 100+ Channel Partners, AllGoVision has become a reputed name worldwide. Headquartered in Bangalore, the Silicon City of India, AllGoVision also has presence in UK, USA, UAE and Korea. AllGoVision is well-equipped with 50 plus Basic and Advanced Features of Video Analytics which find varied applications in Traffic Surveillance, Building Surveillance, City Surveillance, Business Intelligence across different Sectors. AllGoVision has dedicated itself to in-depth research and product innovation and with the right mix of in-house Image Processing Expertise and skilful engineers, AllGoVision has been successfully integrated with 10+ major VMS like Milestone, Genetec, Honeywell EBI, HUS, DVM, Wavestore, etc. AllGoVision has won the ""Most Innovative and High Potential product"" award from Nasscom and has been profiled in reports by Research and Markets. Our Three Corner Stones "" Strivers for perfection ""! That is what we are. The venture, right from the inception, continually strives to integrate modern technologies and transforming them into reliable, affordable, and intelligent video analytic solutions. With a focus on perfection, we have defined and laid our corner stones, which are: Domain Skills Engineering and Technology Expertise Customer focus. We are Customers  Choice! Our emphasis on providing customer benefits like Cost Efficiency, Robust Performance, Ease of Usability and Customization has earned us good reputation in the industry. Our customers not only enjoy complete package of advanced and reliable Video Analytics features but also attractive incentives. We go that extra mile to offer a one-month free trial to our prospective customers, and we are delighted to say that our product s superior performance always made our customer relationship stronger. The Trusted Name We are proud to be the trusted name in the Video Analytics Industry! The high customer satisfaction, combined with business relationship with 100 plus channel partners and system integrators, has motivated us to expand our footprints into more than 30 countries. We are headquartered at Bangalore, the silicon city of India and have presence in the U.S.A., U.K., Korea and U.A.E.",,,,
60,Alluvial,Australia,2016,Private,0,0,1,0,0,1,https://www.alluvial.net.au/,https://www.alluvial.net.au/,,"IT CONTRACTING. Alluvial is an approved supplier to the Australian Government providing specialist IT contractors that are highly skilled, professional, qualified and security cleared. ​Australian Federal Police: CAPABILITY SUPPORT SERVICES PANEL Business Management Services Operational Capability Supplementation Labour Hire and Recruitment. Australian Government Digital Transformation Agency Approved Supplier Digital Marketplace: ​DIGITAL MARKETPLACE PANEL Agile delivery and Governance Software Engineering and Development Support and Operations Emerging Technologies. Australian Government Department of Infrastructure and Regional Development: ​IT SERVICES PANEL Application Development (includes testing) Business & Systems Analysis Enterprise, Information & Application Architects Systems Integration Information and Records Management Systems & Network Infrastructure Project Management. Alluvial is Canberra based Australian company.",https://www.alluvial.net.au/,82,2.02E+13,2.03E+13
61,AlphaSSTG,China,2005,,,,,,,,https://www.alphast.com/en/ ,https://www.alphast.com/,"canonical, og:url, nav ""home"", nav ""home"" | needs manual review",,,,,
62,ALTTEKGlobal,Viet Nam,,active,,,,,,,https://atgsolution.com/home ,https://atgsolution.com/,no strong candidates; using root landing,,,,,
63,alwaysAI,United States,2018,Private,1,0,0,0,0,0,https://alwaysai.co/,https://alwaysai.co/,,"Unleash the power of computer vision on the edge. alwaysAI provides developers with a simple and powerful platform to create and deploy deep learning computer vision applications to a wide variety of edge devices. Deploy to the edge in minutes, not weeks. We bring the exciting world of computer vision directly to the developer in three easy steps: 1 Choose a model Select from a catalog of deep learning models or upload your own. 2 Develop your application Use our flexible and customizable APIs to quickly enable core computer vision services. 3 Deploy to the edge Quickly prototype, test and iterate with a variety of camera-enabled ARM-32, ARM-64 and x86 devices. Transform your business with computer vision. Make smarter decisions in real time and create new revenue opportunities with intelligent sight anywhere. Smart Home: Detect unknown visitors vs recognized faces and even pets. Robotics: Give your drones and robots smart vision for instant decisions. Manufacturing: Optimize quality control and develop advanced human-machine-interfaces. Transportation: Make drivers safer with obstacle avoidance and dozing alerts. Nature: Improve understanding of animal habitats or trail usage. Worker Safety: Mitigate risks, protect employees and optimize labor usage. Security: Keep smart cities and commercial environments safe and responsive. Retail: Get shopper behavior analytics and increase customer satisfaction. Marketing: Serve targeted experiences, track dwell time and count visitors. Traffic: Count people, bicycles, vehicles; track speed and travel direction. Entertainment: Classify objects and detect faces or people in sports and games. Photo & Video: Perform advanced video analytics or photo image classifications. Easily find the right model Get pre-trained deep learning models from our collection to quickly get started with a solution that meets your business needs, or add your own. Image Classification: Identify objects in an image by name or classification. Object Counting: Identify and count objects appearing in a real-time video feed. Object Detection: Locate and define borders around separate objects. Object Tracking: Follow the same object across a series of frames. Facial Detection: Find faces or full bodies in a scene to count or track. Semantic Segmentation: Separate key objects in an image from background visuals. Human Pose Estimation: Determine human body poses, fall detection, emotions. Computer vision doesn t have to be hard: Our Command-Line Interface simplifies unnecessarily complex tasks like adding a new model to your application. A complete developer platform for computer vision on the edge: alwaysAI is an essential computer vision development platform for creating and deploying machine learning applications on edge devices. We are fundamentally changing the way developers create and deploy CV applications. alwaysAI removes the pain of developing and deploying to the edge: Developing and deploying computer vision applications is simply too complex and time-consuming, requiring deep knowledge of a huge array of CV technologies and techniques that are more relevant and accessible to specialists than everyday developers. alwaysAI removes these barriers and makes creating CV apps easy, fast and effective. Easy access to pre-trained computer vision models: Our catalog provides pre-trained, deep learning models that simply work in your application. It is ultra easy to add, remove or swap models, allowing you to experiment and find what works best for your application. If you ve built your own model, you can upload it to our catalog and use it in your application in minutes. alwaysAI normalizes across major frameworks like Caffe, TensorFlow, and Darknet across several key parameters. Core computer vision capability at your fingertips: Our platform engine, edgeIQ, enables developers to create edge applications using simple Python APIs for core computer vision services such as object detection, classification, tracking, counting, and semantic segmentation. This allows developers to quickly iterate and prototype with ease, saving time and money. Easy deployment to a wide variety of edge devices: alwaysAI supports single-command deployment to ARM-32, ARM-64, and x86 Docker images optimized for hardware-specific accelerators. With alwaysAI, your application can run inferences on the edge without the expense of the cloud. Our mission is to democratize access to the groundbreaking world of computer vision and to bring this technology to the edge — where work and life happens. Who we are: We are a software company that gives intelligent sight to embedded and loT devices. We enable these devices to autonomously make smart decisions in real time, untethered from the cloud. Deep learning computer vision will change the world: In the same way that personal computers and mobile devices transformed our lives by giving us unprecedented access to information, intelligence at the edge is quickly becoming the next revolution in technology. The demand for autonomous knowledge – knowledge we didn t ask for but that was provided to us – will explode over the next decade. Sensors, whether in a smart camera, wearable, drone, car, or medical device, will increasingly provide that knowledge and unleash new layers of insight and data. We re on a mission to bring deep learning computer vision to the edge. We ve built a team of seasoned engineers and entrepreneurs who are passionate about AI, deep learning and computer vision. We are working every day to produce a highly innovative and easy-to-use software platform for developers to build and deploy CV applications on the edge. alwaysAI is located in San Diego, with our headquarters in the beautiful Solana Beach neighborhood. We leverage San Diego s incredible intersection of mobility, big data, and neuroscience communities – all critical to the future of artificial intelligence and computer vision. And yes, we also like to surf the amazing waves on San Diego s north coast.",https://alwaysai.co/,121,2.02E+13,2.03E+13
64,AM Security System,India,,,,,,,,,https://www.amsecuritysystem.com/,https://www.amsecuritysystem.com/,,,https://www.amsecuritysystem.com/,15,2.02E+13,2.03E+13
65,Amadeus IT Group SA,Portugal,,,,,,,,,https://amadeus.com/en,https://amadeus.com/,no strong candidates; using root landing,,,,,
