id,company,country,year,status,bio,hist,org,media,social,gov,link,clean_link,link_clean_notes,text,processed_link,snapshot_count,first_snapshot,last_snapshot
651,NewLogic,Singapore,2016,Private,0,0,0,0,0,0,https://newlogic.io/,https://newlogic.com/,no strong candidates; using root landing,"SERVICES: We offer technical guidance, product prototyping, code auditing, as well as end-to-end implementation of software solutions. Django & Python: We rely on the power of Django for rapid development of robust and scalable applications. We ve been avid Django users and contributors since 2008. Blockchain: We ve been involved with blockchain technology since 2012. We design and implement practical blockchain solutions for real world use cases. Biometrics: Through our work in the humanitarian sector, we ve acquired a solid experience in the field of biometrics, from collection to authentication and deduplication.",,,,
652,NexG Berhad,,,,,,,,,,https://nexg.com.my/,https://nexg.com.my/,,,https://nexg.com.my/,1,2/13/25,2/13/25
653,NexGen Technologies LLC,,,,,,,,,,http://nexgenme.com/,https://nexgenme.com/index/,"nav ""home"", nav ""home""",,,,,
654,Nexlar Security,,,,,,,,,,https://www.nexlar.com/,https://www.nexlar.com/,,,https://www.nexlar.com/,224,12/10/07,9/26/25
655,NextLevelSecuritySystems,United States,2009,Private,1,0,1,1,0,0,https://www.nlss.com/about-2/,https://www.nlss.com/,canonical | needs manual review,"NLSS UNIFIED SECURITY PLATFORM: A completely unique IP security solution. It combines video management, access control, video analytics, intrusion alerts and more onto a single networked platform that can be accessed from anywhere and at any time through a Web browser. Data from these subsystems is automatically correlated, providing users with a comprehensive view of security operations. ""Next Level offers more features than any other system in the marketplace."" SOLUTIONS FOR BUSINESSES OF ALL TYPES AND SIZES. Next Level Security Systems is a physical security company focused on developing a new breed of unified networked security products. Next Level s products combine the performance, sophistication and functionality of enterprise-class security systems into a compact, unified and affordable package, enabling customers of all sizes to take advantage of these innovative networked solutions. Led by a team of seasoned security executives and world class engineers, Next Level Security Systems  solutions correlate information from traditionally separate subsystems into a single interface, giving users a comprehensive view of security operations that is not available from other systems without costly, complex and time-consuming integration. The Next Level team s extensive knowledge of the IT and physical security markets makes the development of these advanced hardware and software systems a reality. The NLSS Security Platform is a unified, networked system that integrates video management, access control, intrusion detection and video analytics into one solution, setting new standards in performance vs. cost. Based on ONVIF specifications, the system s innovative features include remote monitoring and backup, auto discovery and configuration, centralized system management for multi-site facilities, VoIP and much more. Next Level s groundbreaking new product line was built around the idea that performance and integration should be both affordable and accessible.",,,,
656,NextMeta Labs,India,,,,,,,,,https://www.nextmetalabs.com/,https://www.nextmetalabs.com/,,,https://www.nextmetalabs.com/,5,12/22/24,4/25/25
657,NHN Corp,"Korea, Republic of",,,,,,,,,https://nhn.com/en-US,https://nhn.com/,"canonical, og:url | needs manual review",,,,,
658,Nialabs,,,,,,,,,,https://nialabs.in/,https://nialabs.in/,,,https://nialabs.in/,13,5/25/24,8/12/25
659,NineID,Belgium,,,,,,,,,http://nineid.com/,https://www.nineid.com/,no strong candidates; using root landing,,,,,
660,NirenbergNeuroscience,United States,2015,Private,1,0,0,1,1,0,https://nirenbergneuroscience.com,https://nirenbergneuroscience.com/,,"Nirenberg Neuroscience LLC is a new (2015) artificial intelligence company with proprietary software  that allows us to develop powerful new machine vision technology. Our emphasis is on autonomous mobility, navigation, and object/face recognition in all fields. Nirenberg Neuroscience (NN) develops machine vision on a principle that allows easy generalization – that is, it allows machine vision tasks such as navigation, collision avoidance, object recognition, and face recognition, to be performed in a broad range of conditions (lighting conditions, environments). NN s method has a low footprint: the learning algorithms are shallow compared to deep learning networks, using many, many fewer operations to achieve very high performance (e.g., 1000-fold fewer for several applications such as face feature detection, pedestrian detection, and navigation). NN s talented technical team of engineers and programmers are building up an array of platforms for a variety of machine vision applications across multiple fields of use. Ford Motor Company has already licensed a first round of platforms for one field of use, to ""bring human-like intelligence to the machine learning modules of [their] autonomous vehicle virtual driver system."" NN was founded by Sheila Nirenberg, a professor at Cornell, who is also the founder of a company that develops new kinds of prosthetic devices. Dr. Nirenberg has won numerous awards for her innovations, including a MacArthur ""genius"" Award. Her work on cracking the neural code has been featured in a TED talk, a BBC documentary, ""The Genius Behind…"", a Bloomberg News documentary, the Washington Post s ""Transformers"", among many others.",https://nirenbergneuroscience.com/,74,8/20/16,9/3/25
661,Nivo,United Kingdom,2017,Private,1,0,1,1,0,0,https://www.nivohub.com/,https://nivohub.ai/,no strong candidates; using root landing,"Connect with ease. Post is slow. Email is not secure. Today s customers expect speed and convenience. We believe every organisation should be able to offer this as smoothly as the leading digital challenger banks, while ensuring the highest standards of security. Credit Unions. Join the Nivo Revolution Nivo was formed with a goal to bring equality to different financial providers. We are making credit unions across the country more accessible, secure and efficient so that they can serve their communities in the best way possible. How it Works. Smart: Emails are easily hacked and sending documents by post is inconvenient. Instant messaging is the  1 form of digital communication amongst all age groups. People want to chat instantly, on their mobiles, wherever they are. Fast: You don t need a digital transformation project to achieve real results. Nivo can be set up within the day and you can finish onboarding new clients minutes later. With less repetitive, manual tasks, your employees will have a lot more time on their hands to serve more people. Risk-Free: Nivo is free to set-up and trial. We re confident that by the end of it, you will be noticing real results. We are the only instant messaging network that is safe enough for banks to trust, backed by a unique combination of security controls and an immutable audit trail. You can be sure your customers  sensitive documents are kept private. Secure Instant Messaging Secure instant messaging. Nivo lets you offer your customers a complete signup and servicing experience, meeting all regulatory and security requirements. Biometric Identity Verification Advanced document verification and facial biometrics technology let applicants verify themselves. Compliant E-signing Compliant E-signing Approved by leading lawyers and banks as enforceable. Necessary controls ensure the signatory is who they claim to be. Gather Evidence & Share Info Gather Evidence & Share Info Allow your customers to instantly upload payslips, bank statements, and proof of address. Open Banking Open Banking Higher quality insight, transparency and confidence through a real-time view of a customer s bank accounts. Message Automation with Bots Message Automation with Bots Be available 24/7. Automated customer journeys can progress applications out of office hours. NEW: Nivo ID Passporting NEW: Nivo ID Passporting Seamless passporting of customers  verified identity reports and personal information across organisations. Lenders & Brokers. Quicker loan deals, delivered with FinTech. Through secure instant messaging, we are speeding up deal times and removing repetitive manual tasks for both institutions and borrowers. Nivo isn t designed for one bank. Nivo is designed to make better access to fairer financial services. Nivo is the first early-stage spin-out from Barclays, formed with a goal to bring equality to different financial providers. Because of information security restrictions, institutions rely on slow and risky communication methods to interact with their customers. That s why we built the only instant messaging service safe enough for banks to trust, plugging in leading FinTech features to streamline processes. Effortless 75% reduction in the time it takes to sign up new customers. Engaging 80% increase in successful customer contact rates. Growth 25-100% increase in new products opened. About Us: We re driven to make it as easy as possible for consumers to get the best products and services. Currently, there s too much unnecessary work and reliance on inefficient, unsecure channels like paper, post, email and telephone. That s why we make innovative technology accessible and simple to implement in regulated industries. Our Story Nivo was formed by a senior team coming from a leading UK bank. Through their decades of experience, they developed some of the market s leading onboarding solutions. Our Vision We strive to make it as easy as possible for people to access the right financial services for them. We do this by making the latest technology readily available and investing heavily in R&D. Our Technology With information security, data privacy, and compliance as top priorities, a lot of companies struggle with digital transformation projects. Nivo is quick to deploy, simple to integrate, and easy to test the benefits.",,,,
662,NNTC,,,,,,,,,,https://nntc.digital/,https://nntc.digital/,,,https://nntc.digital/,71,6/13/19,8/4/25
663,Noblis,United States,1996,Nonprofit,1,1,1,1,1,1,https://noblis.org/,https://noblis.org/,,"WHO WE SERVE Noblis is an independent, nonprofit organization with a proud tradition of serving federal clients objectively and with the highest caliber of scientific and technical excellence. Our work makes an impact on the civil, defense, and intelligence missions that ensure our nation s vitality and security. FEATURED CAPABILITIES Noblis meets client needs with agility and drives change in the federal government. Learn more about our featured capabilities that are making an impact. FULL SPECTRUM CBRNE MISSION SUPPORT Noblis is uniquely equipped to model, assess, analyze, predict, characterize and deter the full range of CBRNE threats. INTELLIGENCE ANALYSIS AND OPERATIONS Noblis is at the forefront of developing solutions that solve complex intelligence and national security challenges. SOFTWARE DEVELOPMENT We integrate strong product management, user-centric design, and agile practices to ensure quality products on a predictable release schedule. ADVANCED ANALYTICS We harness the power of high performance computing and machine learning to build proactive systems and develop actionable insights. CYBER SOLUTIONS Noblis experts combine technology and tradecraft to provide cybersecurity solutions at scale, with speed. CIVIL: DELIVERING THE FUTURE TO OUR NATION S CITIZENS As the technologies, solutions, and systems of yesterday transition from leading edge to legacy, government agencies face the imperative to streamline their business processes, modernize their systems, and transform their operations. Our work in the civil government contributes to transportation systems running smoothly, government agencies managing costs effectively and efficiently, and citizens receiving high-quality, engaging services. At Noblis, we help our clients develop strategies to architect, acquire, deploy, and manage the right technology and solutions to support their missions. We use advanced analytics and innovative technology, systems engineering, and program and acquisition management to improve operations of citizen-facing agencies. Our people are experts in the transportation, telecommunications, financial and citizen services, and health domains. Our extensive experience with enterprise-wide program management and executing high-consequence acquisitions, transitions, and investments makes us a strong partner for government agencies. As the government s needs change, Noblis responds. We re constantly expanding our role to help our clients carry out their missions with agility. We re a dedicated partner in the new era of government, committed to helping agencies serve the public. DEFENSE: COMMITTED TO SERVING THE DEFENSE MISSION In this era of dynamic and complex threats to our national security, those who protect our nation must remain on the cutting edge of technology to ensure efficient and secure defense and homeland security operations. The ability to identify, thwart, and respond to bad actors who threaten our nation is crucial. Noblis has been an agile, responsive, and dedicated partner in the national security mission for over 20 years. We streamline operations, cut costs, and deliver results to our defense and homeland security clients using innovative technology and tools, systems engineering, lifecycle assessment, and program and acquisition management—even in the face of increased budget pressure. We know that innovation and agility are key to safeguarding our future. Our multidisciplinary teams of security-cleared experts merge the best of cyber and information security, advanced analytics, bioinformatics, science, and engineering expertise to meet our clients  evolving needs and advance our nation s national security missions. Spanning the breadth of national security missions, domains, and agencies, our work protects the natural, built, and virtual infrastructure critical to maintaining the integrity of our defense and homeland security enterprises. INTELLIGENCE: BRINGING MISSION-CRITICAL INTELLIGENCE TO THE EDGE Technology is constantly evolving. And while the digital era has opened the door to an insurmountable amount of data for decision-making, it also has opened the door to threat. As result, the intelligence and law enforcement communities are facing unprecedented demands to identify potential threats, evaluate risks, and rapidly respond to unforeseen events. Noblis is dedicated to bringing actionable intelligence to our partners that drives mission-critical decisions. We help clients develop, implement, and integrate the advanced technologies that are changing the intelligence landscape with agility and security top of mind. Our people are expert in the agile, advanced analytics, cyber, C4ISR, identity and artificial intelligence capabilities that are rapidly changing the way we collect, analyze, and disseminate intelligence and respond to threat. At Noblis, we understand the vital role intelligence plays in protecting our nation from harm. That s why we re dedicated to being an end-to-end partner with the tradecraft, process, and domain expertise necessary for crucial intelligence and law enforcement missions. Our extensive experience with enterprise-wide program management and execution of high-consequence acquisitions and investments, coupled with our deep mission understanding, makes us a strong, full-lifecycle partner for intelligence and law enforcement missions. Objectivity, innovation, and multidisciplinary perspective. That s our key to solving complex problems in the public interest, and why we are proud to share mission impacts and technical insights from our diverse thought leaders. ABOUT US: Solving Our Nation s Most Challenging Problems. FOR THE BEST OF REASONS. At Noblis, innovation is our common thread. We re a dynamic science, technology and strategy organization dedicated to creating forward-thinking technical and advisory solutions in the public interest, ""for the best of reasons."" Read on to find out how Noblis is different. Noblis has grown from nearly 600 employees in 2012 to over 1,000 employees today. Our collaborative approach to solving challenges brings the best of scientific thought, management and engineering expertise together to deliver cross-cutting, enduring impact on critical missions. We work with a wide range of government clients in the defense, intelligence and federal civil sectors. Together with our wholly owned subsidiary, Noblis ESI, we tackle the nation s toughest problems and support our clients  most critical missions. WHY NOBLIS? When you work with Noblis, your mission becomes our mission. We deliver full lifecycle excellence to our clients, from leading-edge capabilities to innovative management solutions necessary for end-to-end mission success. Noblis is a nonprofit independent of shareholders. Our profits are directly reinvested in strengthening what makes us different – our research and our people. We have no commercial interests to advance, no vendor alliances to protect and no sponsors to represent. Instead, we are free to focus on what matters most – delivering the most impactful, practical solution for your mission. Your mission will benefit from the best Noblis has to offer, every time. Collaboration, objectivity and innovation are hallmarks of our company culture and are reflected in every solution. We stay tightly connected to industry and academia to ensure we apply the most current and relevant science and technology. We don t wait for threats and challenges to impact our clients before we take action. Instead, we crowdsource our experts  firsthand mission experience and translate it into Noblis Sponsored Research, our internally funded projects which are aligned to anticipate and solve our clients  most challenging objectives. We offer state-of-the-art technology, integrated laboratories and high-performance computing resources to allow our clients to rapidly prototype, form immediate solutions and achieve ""the art of the possible."" We train our employees so that you don t have to. Our people are experts in their fields, and are provided with the technology systems, tools and processes they need to remain responsive. We are consistently named a ""Top Workplace"" with one of the highest retention rates in the industry because we prioritize the growth and development of our employees. That s how we deliver a stable, highly engaged and mission-focused workforce for every program. Noblis takes pride in our strong ethical practices, our dedication to mission and our exceptional people. We re proud to exist ""for the best of reasons,"" which means delivering the best of science and technology to benefit our clients and the public interest. QUALITY POLICY: Noblis clients and the public deserve nothing less than work that meets the highest standards of excellence, conducted in an environment where objectivity and integrity are the hallmarks. Noblis achieves this through the development, implementation, maintenance, and continual improvement of its ISO 9001 compliant Quality Management System (QMS). This Quality Policy commits Noblis to work toward the achievement of Quality Objectives that are in line with our mission, vision, and client needs. The ISO 9001 Quality Management System of Noblis, Inc. is certified by NQA under certificate number 13629. CAPABILITIES Noblis is an independent, nonprofit organization with a proud tradition of serving federal clients objectively and with the highest caliber of scientific and technical excellence. Our robust capabilities are built upon proven technical and domain expertise and innovative tools that improve efficiency and empower clients with the data they need to make mission-critical decisions. We re a partner that understands the importance of applying tested program management and systems engineering expertise to programs to ensure success from project start to end. Engage Noblis and expect work that delivers on your mission today and into the future. DIGITAL SOLUTIONS & HPC, C4ISR & SPACE, CYBER, ANALYTICS & MACHINE LEARNING, TELECOM & NETWORKING, ENERGY & ENVIRONMENT. SERVICES & TOOLS In addition to our core capabilities, Noblis also delivers custom platforms, services, and tools to clients. We don t believe in pushing a ""one size fits all"" solution and understand that the right ""mix"" of technology is crucial to ensuring mission success. Our experts partner with clients to develop and deliver innovative solutions that truly fit need and mission. Learn More CENTERS OF EXCELLENCE Noblis fosters a culture of collaboration. Through our Centers of Excellence (COEs), we are connecting our staff so that they may better serve our clients. The COEs reach across domain areas and our three companies to ensure the right capabilities, people, tools, and expertise are applied to our work. This enables us to offer every client the best solutions to fit their needs and challenges. SOCIAL RESPONSIBILITY: Partnering, Collaborating, And Giving Back. NOBLIS IN THE COMMUNITY. Noblis is a unique, nonprofit company dedicated to ethical practices and serving the public good through the work we do. We also take very seriously our duty to be an example in social responsibility. We demonstrate our strong spirit of collaboration and commitment to serve the public by participating in or contributing to organizations that strengthen the communities in which we live and work. Each year, Noblis lends significant support to programs whose missions are to eliminate hunger and homelessness, promote education and learning, and improve the lives of veterans. NOBLIS IN THE COMMUNITY Noblis is a unique, nonprofit company dedicated to ethical practices and serving the public good through the work we do. We also take very seriously our duty to be an example in social responsibility. We demonstrate our strong spirit of collaboration and commitment to serve the public by participating in or contributing to organizations that strengthen the communities in which we live and work. Each year, Noblis lends significant support to programs whose missions are to eliminate hunger and homelessness, promote education and learning, and improve the lives of veterans. ETHICS & COMPLIANCE: Doing What s Right - Doing What Works. OUR OBJECTIVITY IS OUR HALLMARK As a nonprofit organization committed to working in the public interest, Noblis is unique. When we sit down to solve a problem, there are no strings attached to our thinking. We have no commercial interests to advance, no vendor alliances to protect, and no sponsors to represent. We are free to focus on what matters most—finding solutions that work. We pride ourselves on best practices for both organizational conflicts of interest and personal conflicts of interest, ranging from how we select the projects and business relationships we enter, to how we handle business courtesies and other professional activities. These best practices are reflected in our policies and procedures, which are designed to put the public first in everything we do and to remain impartial as we make recommendations to our clients. We have developed and maintain a robust training program to reinforce our ethical values and practices, and we have the highest level of commitment to ethical behavior from our executive officers and our Board of Trustees. CODE OF ETHICAL CONDUCT Noblis  clients and the public deserve nothing less than work that meets the highest standards of excellence, conducted in an environment where objectivity and integrity are the hallmarks. To that end, Noblis employees adhere to a Code of Ethics and Conduct and take very seriously the responsibility to uphold it. We are committed to upholding the highest ethical standards in all our business dealings and we have the same expectations for our subcontractors and suppliers. Our Supplier Code of Conduct expresses the expectations we hold for suppliers doing business with Noblis. TURNING DATA PROBLEMS INTO DATA SOLUTIONS. HARNESSING THE POWER OF DATA TO BUILD PROACTIVE SYSTEMS AND DEVELOP ACTIONABLE INSIGHTS At Noblis, we support the transformation to a data-driven organization by providing end-to-end, rapid analytics capabilities. We harness the power of high performance computing and machine learning to build proactive systems and develop actionable insights. Our subject matter experts help clients make sense of their data to solve mission-critical problems. As result, we re helping clients identify their greatest cyber, physical, and biological threats and capitalize on their most promising operational opportunities. Machine Learning & AI Building intelligent and predictive systems, tools, and processes Hybrid HPC Designing custom HPC applications for complex data challenges Bioinformatics & Genomics Turning genomic data into actionable information Decision Science Helping clients plan, recalibrate, and optimize investment portfolios digital brain, machine learning Identity & Behavioral Analytics Synthesizing visual, DOMEX, biometric, and behavior data Cyber Analytics Detecting network anomalies and providing front-line defense Transportation & Smart Cities Building connected and resilient digital ecosystems Healthcare Analytics Using population patterns to predict and solve healthcare challenges. OUR OFFERINGS: Algorithm Development & Machine Learning Systems Noblis applies deep machine learning, applied mathematics, and artificial intelligence logic to create predictive analytics and visualization capabilities that enhance the ability of human analysts. Behavioral and Network Analytics Noblis helps clients detect anomalies within their network by utilizing data science and machine intelligence. Our solutions provide a front line defense against threat from both insiders and external adversaries, and have been applied to networks scaling hundreds of thousands of users. Rapid Gene Detection Noblis rapid gene detection capability is backed by a team of subject matter experts in the areas of bioinformatics, data science, microbiology, and software development that work in concert. We pair our domain expertise with community-developed open source applications and in-house genomic analysis tools to  produce advanced bioinformatic analysis in a variety of domains. Our tools run on high performance computing architecture and excel at analyzing very large datasets, such as next-generation sequencing reads. Data Visualization Our data visualization experts work at the intersection of big data storytelling and design. We help clients make sense of their data, including large volumes of free-text data, and produce compelling data experiences that provide value to all levels of an organization. Cost Planning, Control, and Recovery We help clients apply decision science across their investment portfolio to drive critical budget and pricing decisions. In addition to subject matter expertise, we apply advanced analytic tools and methodologies to provide insights on areas of growth, potential improvement, and cost savings to ensure our clients get the most return on their mission investments. Visual Analytics & DOMEX Noblis has a history of serving IC members such as the FBI and DHS in a wide range of multimedia processing pursuits.  This support has included the creation of strategic roadmaps related to video analytics as well as the development, integration, and deployment of operational tools providing automated analytics, Document and Media Exploitation (DOMEX), and reporting capabilities.  Noblis actively interfaces with other IC partners and contributors to develop, test, evaluate, and integrate cutting-edge research algorithms in domains such as unconstrained face recognition, video summarization, and foreign language analysis into operational systems minimizing the time from basic research to actionable operational intelligence products. Fraud Detection Noblis combines fraud analysis and insider threat domain expertise, robust cyber and big data capabilities, and proprietary analytical tools to detect and thwart fraud. We apply machine learning to automate fraud detection, and continuously improve the time to detect and remediate fraudulent activity. Radar and Anomaly Detection Noblis is on the forefront of using machine learning technology to analyze surveillance data to identify and report surveillances automation anomalies that can be used to mitigate safety risks. Canonical Data Modeling Canonical Data Modeling (CDM) reduces the cost of systems integration by appropriately balancing the demands of standardization and exibility. We do more than connect enterprises; we enable data understanding. Our approach expands the science of CDM from a design pattern to a capability, complete with implementation guidance, feedback loops, governance, and processes. This enables clients to build on our models and reduce future costs. Why Noblis? At Noblis, we re helping clients integrate the power of machine learning and analytics into their missions. We are an end-to-end partner that can help clients code, test, and run custom programs that make large data sets more understandable for rapid mission critical decision-making. Noblis  domain expertise in data science, network security, mathematics, and high performance computing makes our experts exceptionally qualified to develop custom cutting edge technologies and strategic plans for clients. Our approach ties domain expertise with our robust high performance computing platforms, that offer a level and range of power rarely found outside of federal laboratories and academic systems. That s why we are an ideal partner for helping clients integrate new solutions into their business processes quickly, efficiently, and securely. IDENTITY INTELLIGENCE: Solving Complex Identity and Forensic Challenges. DELIVERING APPLIED AND OPERATIONAL IDENTITY AND BEHAVIORAL ANALYTICS TO SOLVE COMPLEX CHALLENGES Identity challenges are a major roadblock for federal agencies and law enforcement tasked with keeping our citizens safe and our borders secure. That s why Noblis is at the forefront of developing solutions that combine computer vision, machine learning, biometric and forensic science, and digital forensics technologies to solve complex intelligence and national security challenges. We are a proven partner with over 20 years  experience providing lifecycle support to intelligence missions, from applied research, to standards development and advanced technology design, engineering, and integration support for federal stakeholders in the identity intelligence and management, biometrics, and multimedia analytics domain. OUR OFFERINGS. Forensic Science Noblis has a world-class, multifaceted forensic science research program. Our forensic portfolio includes scientific research and analysis, evaluations of the accuracy and reliability of forensic experts, design and development of operational and research software, and development of standards and guidelines. Computer Vision & Image Processing Noblis experts have literally written the book on image processing. With English, German, and Chinese editions of our ""Principles of Digital Image Processing"" available, Noblis  image processing expertise enjoys an international reputation. We leverage our decades of experience and custom tools to develop novel algorithms for our clients  most difficult problems including image enhancement and forensic manipulation detection, media triage, computer vision algorithms for segmentation, feature extraction, and motion estimation and tracking. Noblis has developed unique capabilities for the secure collection, curating, and processing of massive image and video data sets using our computer vision and machine learning pipeline and high-performance GPU, cloud, and supercomputer systems. Identity Management Noblis research, develops, and evaluates technologies that identify and consolidate subjects into person-centric large databases, utilizing fusion of identification modalities like textual biographical matching and biometrics. The technologies that we develop and evaluate are used to protect our borders from persons who pose a risk to national security, and identify persons of interest. Visual Analytics & DOMEX Noblis has a history of serving IC members such as the FBI and DHS in a wide range of multimedia processing pursuits.  This support has included the creation of strategic roadmaps related to video analytics as well as the development, integration, and deployment of operational tools providing automated analytics, Document and Media Exploitation (DOMEX), and reporting capabilities.  Noblis actively interfaces with other IC partners and contributors to develop, test, evaluate, and integrate cutting-edge research algorithms in domains such as unconstrained face recognition, video summarization, and foreign language analysis into operational systems minimizing the time from basic research to actionable operational intelligence products. Face Recognition As a nonprofit, Noblis leads the industry in the independent and objective test and evaluation of automated face recognition algorithms. As the developer of one of the top scoring facial recognition systems in independent NIST evaluations, Noblis unique combination of a deep understanding of the underlying computer vision and machine learning algorithm, ability to collect and annotate large-scale specialized data sets, and proven software engineering capabilities enables us to develop and deploy state-of-the-art systems automated facial recognition systems specially tailored for our clients use cases. Biometrics Noblis has been a recognized leader in biometrics and identity management for many years. Our staff has extensive experience in face recognition, fingerprint, palmprint, and iris systems — developing algorithms, systems engineering and acquisition of large-scale identification systems, developing standards, and evaluating algorithm performance. Systems Engineering For almost two decades, Noblis has provided biometric systems engineering, testing and development, research, and acquisition support to federal clients. Our work helps improve the accuracy and reliability of technologies and establishes best practices that can be applied on an enterprise scale. Hybrid High Performance Computing Our solutions are customized to the data challenge at hand. We offer clients a ""hybrid"" approach to our HPC capabilities to ensure greatest value. Our high performance computing systems can handle parallel applications that cannot run well on conventional systems. They excel at tasks such as pattern matching, scenario development, behavioral prediction, anomaly identification, and graph analysis. Agile Software Development Noblis  CMMI-rated, holistic approach to software development has been applied successfully to all clients within our Identity Intelligence and Systems portfolio including but not limited to the FBI, DHS, and DOS.   With foundations in user-centric design and adaptable agile practices, Noblis  software development resources can be applied to small applied research prototypes through large scale systems integration programs.  Using cutting edge continuous integration, delivery, and monitoring practices and tools, Noblis software development pipelines are capable of rapidly progressing from code commit to orchestrated (cloud) deployment.  These practices are enabled by Noblis cleared, certified experts in the agile lifecycle, mobile development, and site reliability practices. Why Noblis? Since 1990, Noblis identity intelligence experts, scientists, engineers, and developers have had a proven track record of enabling federal agencies to solve their most complicated identity management challenges. We bring together the best expertise and technology to develop applied biometric and forensic systems and technology that solves critical mission needs. INTEGRATING EXPERTISE WITH UNMATCHED TOOLS AND TECHNOLOGY Noblis tackles complex and challenging problems by integrating expertise with unmatched tools and technology. Our proven technical and domain expertise leverages best practices and lessons learned, while our innovative tools improve efficiency and empower clients with the data they need to make mission-critical decisions. Our full-lifecycle tools and high performance computing solutions are custom made to address some of our client s most pressing challenges— from complex acquisitions, to recall management, to advanced bioinformatics. Noblis BioPortal Noblis  in-house bioinformatics tools enable advanced bioinformatics and genomic analysis in a variety of domains. To learn more, visit Noblis BioPortal, our comprehensive resource for exploring cutting-edge bioinformatics research and tools from Noblis.",https://noblis.org/,689,2/23/07,9/25/25
