id,company,country,year,status,bio,hist,org,media,social,gov,link,clean_link,link_clean_notes,text,processed_link,snapshot_count,first_snapshot,last_snapshot
36,Aidentity,United Kingdom,,,,,,,,,https://www.aidentity.org/,https://www.aidentity.org/,,,https://www.aidentity.org/,35,9/20/20,12/24/24
37,AIFirst,Switzerland,2018,Private,1,0,0,1,0,0,https://www.ai-first.ch/,https://www.ai-first.ch/,,"Your partner for AI-driven software From consultation to production-ready software — we help you leverage artificial intelligence at enterprise grade and scale. Services Cutting-edge AI expertise and our diverse team of specialists help you gain business advantage Longstanding experience in the field of AI with a proven track record. Combine that with the powerhouses that provide us with enterprise-ready requirements engineering, software development, user experience, and IT operations. Hit the bullseye We help you identify the most adequate use cases within your business that can be optimized using AI techniques. Our previous experiences show that the key to a successful application of AI-based techniques relies on identifying the appropriate process and combining it with the most adequate technique available today. Our experts help you identify the most suitable processes within your organization and propose optimization possibilities that can result from the application of AI while proposing clearly trackable metrics. From data to insights Data engineering is at the core of our competences. We acquire, clean, prepare, process, and analyze any kind of data to provide you with the insights you can convert into immediate business value. Most enterprises own data in various formats. Most of it is often saved away without given any attention to. We will help you revive this data – be it logs, images, videos, site visits/clicks, printouts, digital documents, marked and structured data or otherwise. We master techniques to augment smaller data sets and also have the know-how required to deal with large to very large datasets. In doing so, we give the highest consideration to the privacy and safety of your data. Lean, agile, and open While we master technology, our clients still possess business know-how. Principles underlying lean and agile development help us combine the best of these worlds to generate immediate business value. Machine (or deep) learning has asserted itself as the discipline with the widest application possibilities within the wide field of AI. Machine learning is a collection of research fields subject to the knowledge-level and creativity of the engineers applying the technology. Novel techniques are being developed at specialized startups and research laboratories almost on a daily basis.  We at AI First are focused on delivering the best possible solutions to our customers, Therefore — depending on the problem at hand — we are open to seeking cooperation with specialized partners in the industry and in the academia. Scaling AI-based solutions to an enterprise level Our current team has proven its ability to push AI-driven software into production systems. In addition, our broad network to further specialized partners in the field of data analytics and AI, our access to the AI talent market, and our experience in handling full cycle enterprise software projects will surely help you go beyond PoCs and leverage advantages of AI in production. Operating non-traditional (i.e., AI-based software) in production is never a static process. That is, as new data become available, they need to be prepared, reanalyzed, used for training better models, which then need to be validated and deployed into production. This constant life cycle requires non-traditional workflows and custom toolchain. We have experience integrating such software in hosted environments, customer side or on third-party cloud infrastructure. Alternatively, we offer hosting and maintenance of full-blown enterprise solutions on our dedicated data centers in Switzerland packaged with industry standard SLAs. Showcases You can rely on our proven ability to provide insights into various kinds of data sets. We have delivered tailor-made products and services that add immediate business value Our track record spans various business sectors including insurance, health, real-estate, medical image analysis, transport, and corporate management. fs-vision Machine learning based defect detection for OEMs Our customizable and easy-to-use computer vision product ""fs-vision"" utilizes cutting-edge machine learning techniques to automatize defect detection in manufacturing processes. Based on a small training sets of categorized (for instance good/bad) images, our clients are able to detect similar and previously unseen defects without human intervention. Additionally, customized versions of our product can be used for entirely automated counting of objects. Original equipment manufacturers (OEMs) applying the technology can therefore speed up their entire supply chain without expert knowledge. RiSIC Stop losing money. Today. Machine Learning system that puts healthcare insurance providers in control of waste, abuse, and fraud. RiSIC uses AI and machine learning to monitor claims in real time and offers powerful benefits that are unique in the market. HICCAP Turn medical images into valuable data for AI-based diagnostic systems The HICCAP Annotation Platform is designed for quickly and continuously creating curated data in the clinical setting. The platform is built on a number of core components enabling us to integrate with existing systems, provide pixel-exact annotations with single clicks, incorporate medical information into workflow and scale to thousands of annotators covering millions of patients. Video Search Engine Large scale video processing Our solution to detect and find similar videos on live TV broadcasts. Custom-made video similarity algorithm and performance optimization support large video databases. Face Detection — Offline. Secure and cloud-independent on your mobile device A state-of-the art face recognition system that uses the FaceNet Convolutional Neural Network to recognize faces requiring not more than a single image per person. Video Scene Analysis Understanding Video Content using Scalable Image Analytics and Deep Learning Large amounts of valuable video footage are hidden in media archives. The videos appear as large blocks of data without information about its content. Proper labeling and scene by scene annotations are absent. Our big image analytics platform is able to analyze videos and add natural language descriptions to every scene in the video – automatically without manual intervention. Crosswalk Security Maintenance Lower maintenance costs and increase security for pedestrians using AI In this showcase the customer responsible for public roads wanted to monitor road surface conditions around crosswalks. Instead of time-consuming and dangerous field inspections, street view-like images, fully georeferenced and accurate to the centimeter level, combined with AI-based object detection, creates actionable reports. Team We are a diverse set of experienced experts able to leverage state-of-the-art artificial intelligence and machine learning techniques to generate immediate business value for you Our team is a combined effort of cooperating partner firms and is composed of 11 dedicated individuals who are backed by over 500 industry experienced colleagues. Publications Research papers and academic contributions Our team members frequently contribute to the solution of open research questions.",https://www.ai-first.ch/,19,11/19/17,1/8/22
38,Aigen,Thailand,2019,,,,,,,,https://aigencorp.com/en/ ,https://aigencorp.com/,"canonical, og:url, logo link | needs manual review",,,,,
39,AIH Technology Inc.,Canada,2010,Private,0,0,1,1,0,0,https://aihtech.com,https://www.hugedomains.com/domain_profile.cfm?d=aihtech.com,no strong candidates; using root landing,"AI for the real world. Our mission is to apply our state-of-art computer vision AI to solve real-world problems  and empower our customer and partners to improve their productivity, efficiency, and security. Facial Recognition as a Service (FRaaS). We accept all major formats of videos (e.g. RTSP, HTTP video/stream) and images as inputs.  We provide instant recognition results ( < 0.6 second for 1 million registered unique face library).  Developer-friendly API to help enable your product with facial recognition capability.  Websocket supports real-time and non-blocking async process flow. Partnered with leading prganizations to address the real-world challenges with AI. What makes us different? Best real-world performance: Designed and built to handle real-world challenges: state-of-art built-in pre-processing modules automatically adjusts motion blur, bad image angle, and normalizes partially-covered faces. Easy implementation - let us do the heavy-lifting: AIH offers API endpoint that takes a direct video stream as input. No more writing your own decoder and middleware, and spend on bandwidth and servers for that. Standardized privacy protection: Data privacy and security - the peace of mind you deserve: You are 100% in control of you own data. Our facial recognition algorithm never stores any image, it only stores the feature set generated from the face features in hashcodes, which can never be converted back to raw image. Best of the two worlds: Scalability AND Privacy: Host your own facial recognition on private cloud - flexibility you need: we offer the maximum level of privacy and security, by hosting your facial recognition service on premise, or in your own data center, on your own terms. You benefit not only from the significantly lower hardware cost, and also the incredible scalability enabled by our distributed-cluster system architecture. Cost-effectiveness unmatched by available facial recognition solutions on the market: We are on average 3Xs more affordable than the prevailing market rate. We are flexible in delivering robust facial recognition services depending on the client needs - we offer both cloud-based or on-prem solutions. About Us. Who We Are? AIH Technology is headquartered in Toronto, Canada. Our core competence lies within the development and application of AI computer vision technology.  Based on our proprietary computer vision algorithm, we have built a number of applications for various commercial uses. As a member of the Canadian tech community, we pride ourselves in delivering practical solutions to address the problems facing our society. Core Technology Highlights: 1. Proprietary Neural Networks trained on one of the world s largest datasets. Our networks are designed to be accurate AND fast. 2. Proprietary AI modules from preprocessing to face comparison Our facial recognition system contains many AI modules, each trained for its own purpose. 3. Designed for real life implementation Works for different angles, different lighting conditions and partially covered faces. PERFORMANCE AND COST EFFECTIVENESS UNMATCHED. AI computer vision algorithm ready to handle real-world edge cases.",,,,
40,AIMall,China,2018,Private,1,0,1,0,1,0,https://www.mall-ai.com/,https://www.mall-ai.com/,,"AiMall Data to Insights by Machine Intelligence. AI-MALL Value Transforming your mall experience by leveraging visual and emotional intelligence, linking customers, brands and stores. Brand, Store, AI MALL Alliance. AI-MALL alliance AI-MALL ""CRISP"" Features: Cheap Avoid expensive video transmission and central computation, Respecting Privacy-respecting. No personal data stored in any system components, Intelligent Cloud server connects smart camera agents through edge intelligence, Superior Better deep learning algorithms than counterparts, Proactive Sensing human and human behavior through appealing interactions. Technologies: Deep Simulation, In order to train data-hungry deep learning algorithms, AiMall builds a unique rendering engine to simulate large amount of synthetic body, face, eyes and objects with controllable variations, rather than using thousands of data annotators. Deep Vision: Face sensing, Body sensing. Deep IC: Model Distilling Core Chip Model Compression Quantization AI Accelerator Embedded CNN Framework PCB Design SIMD Acceleration Assembling. Emotional. Team & Partner Research Institutes: Partner Research Institutes.",https://www.mall-ai.com/,18,8/12/20,8/15/25
41,AimBrain,United Kingdom,2014,Acquired,1,0,1,1,0,0,https://aimbrain.com,https://aimbrain.com/,,"Detect and stop (60%+) more fraud, before it impacts your business. Industrialised fraud demands a powerful defence against the impact of breached credentials, bot attacks and account takeovers. Use invisible and visible biometric tools to defend your business against bad users and fraud. Monitor sessions for fraud, from enrolment to logout. Protect your customers, business and reputation from the tidal wave of cybercrime. In the digital era, few businesses are immune to the threat of fraud and the losses it incurs. Our tools detect and prevent fraud, faster and more accurately than ever before. Detect and block bad enrolments, fraudulent logins and account takeovers, and add stronger user verification with a biometric authentication step-up. AimBrain stops more fraud. Simpler, smarter, stronger authentication that stops fraud before it damages. We detect and flag the new account fraud anomalies that will result in fraud losses, invisibly. Real-time risk scores at the manual account opening stage help you rate the risk and deal with it appropriately. If your business relies on rewards or incentives to attract new customers, protect yourself from those looking to abuse the benefits open to them by scoring their behaviour, invisibly. Bot attacks can quickly immobilise a business, causing downtime issues and high investigative costs. Spot and isolate new automated attacks quickly, to block and contain new attempts. Just because a user has the right credentials doesn t mean they re legitimate. Using invisible, continuous authentication, monitor known user behaviour to flag changes that could signify account takeover, including trojan activations within authenticated sessions. Block, investigate or green-light the transaction in real-time. Select from three additional, user-friendly modules: AimFace, AimVoice & AimFace//Lipsync, to test for liveness and authenticate users in a low-friction way. Immediately and infinitely scalable, easily deployable and available across any application, device or channel, it s never been easier to stop fraud in a customer-friendly way. We re authenticating more than 300 million requests per month, helping businesses all over the world protect themselves from fraud. Whatever your strategic objectives, our biometric authentication tools make that a reality. Detect and prevent fraud, simplify the user experience, comply with regulation, reduce costs, onboard quickly & compliantly, reduce friction. Built for simplicity, scalability and security. We give you the tools, consultancy and support you need for your individual specification. Local, national, global – we re securing some of the biggest names. Built with the smartest brains in the industry. Server-side authentication: Scalable, rapid deployments and a model that authenticates across any channel and device. Biometric integration sandbox: Free tools to trial integration and deployment, complete with 1000 API calls a month. Biometric risk threshold modelling: Get support on your risk configurations to align with your security and UX objectives.Powered by deep learning: Benefit from our continued research in, and applications of, deep learning. Rapid pilot-to-production: Comprehensive support throughout the integration to support aggressive, rapid rollout. Making biometric authentication smart, simple & accessible. From individual application developers to the biggest names in financial services, we build the technology that helps them to detect and prevent fraud. And our approach is single-minded too; we want to make it simple for everyone to benefit. Simple for you to integrate, trial, deploy and quickly quantify the benefits to your business, and simple for your customers and employees to do whatever they do and however they do it, securely and easily. We ve even made it simple for small businesses and developers to safeguard their businesses and apps with biometrics, with our free-for-life integration platform AimBrain On Demand. Simple for everyone. Except fraudsters. No, we make life exceptionally difficult for fraudsters. From the research to the vision, the infrastructure to the implementation, we have handpicked the talent that continues to challenge fraud, develop new world solutions and simplify the journey. We continue adding to our suite of authentication modules, to keep you protected in the face of increased fraud. One platform, multiple modalities; cross-channel and omni-device, built for today s consumers.",https://aimbrain.com/,49,2/2/11,9/6/25
42,Aindra,India,2012,Private,1,0,1,1,0,0,https://www.aindra.in,https://www.aindra.in/#home,logo link | needs manual review,"We are an AI powered MedTech company. At Aindra, we are building a world where Clinical Pathology is Data driven, Fast and Patient focused. Why? 5.8 billion people. That is the number of people on the planet who today, do not have access to a reliable and high quality healthcare. While inaccessibility is the problem facing the developing world, expensive machines and treatment methods are driving healthcare costs uncomfortably high in the developed countries. And we want to change this broken healthcare system. We at Aindra, are a passionate bunch of technophiles. We re trying to converge the best technologies to make healthcare more accessible and affordable, as it s supposed to be.  Affordable healthcare solutions for all  is our ethos. How? At, Aindra Systems, our goal is to democratise access to quality healthcare, by using deep technology to realise our vision of accessible and affordable healthcare solutions. As technology enthusiasts, we believe the impact of leveraging technologies like Artificial Intelligence in the right way, can deliver more smarter, quicker and reliable systems that will help overcome the existing challenges of the healthcare system. What? Our AI platform Astra, is built to detect critical illnesses such as Cancer. Astra is a powerful platform that can be extended to build detection tools for a number of critical illnesses. As the first beachhead, we have developed a point-of-care detection system for Cervical Cancer that is quick, affordable and accessible. CervAstra will enable women to walk-in to their nearest primary health center, get screened and walk out with their reports. It is that simple. Our intelligent screening system CervAstra, tailwinds the development and striking benefits of computational pathology. Our Technology. Faster diagnosis: Why AI? The biggest reason is because today, multiple factors have converged to create an environment where AI can make discoveries and judgments leading to faster and more accurate diagnoses than humans can perform. It significantly reduces the turnaround time for reports and also enables pathologists to look at only the relevant data. Farther outreach: Healthcare Inclusion. Diagnostic centers are concentrated in the larger cities, whereas most of the population resides in smaller cities or villages. Our compact systems are portable that can be carried to the point- of care. Our technology enables the healthcare system to extend itself into the far reaches of any country. Increased throughput: Fatigued and limited pathologists, cause a delay in reports, and increase the number of misdiagnoses leading to enormous social & economic costs. There is also an shortage of specialists at many medical institutions. There is a need for an AI imaging diagnosis support system that can interpret images, detect small lesions that even specialists could miss. AI eliminates the grunt work of looking at 80% normal samples. Feedback learning: Through intelligent architecting of the system, the AI algorithms are continuously learning from human intervention when Pathologists either confirm or reject the findings of the algorithms. These are then automatically redirected back as feedback, to build even better Deep Learning models. If data is the life blood of any Deep Learning system, our system ensures that there is a constant supply of supervised data that goes into building better models.",,,,
43,AInnovation,China,2018,Private,0,0,1,1,1,0,https://www.ainnovation.com/about/en,https://www.ainnovation.com/,logo link | needs manual review,"AI Empowering Business. Manufacturing + AI Solutions: AInnovation digs deep into application scenarios around key nodes including ""research, manufacturing, supply, distribution and service"". With Manuvision platform and other technologies including detection of surplus/ missing, foreign matter on the surface and deformation. AInnovation seeks to optimize traditional business processes, improve efficiency, and drive forward the transformation and upgrading of the manufacturing industry. Retail + AI Solutions: AInnovation provides complete AI solutions for retail, empowers the entire industry chain around people, product and place, and covers the front, middle and back offices with products and solutions that integrate software and hardware, including Smart Store, Shelf Intelligence, Smart Restock, Customer Management. Finance + AI Solutions: Implementing structured data, derived from OCR, NLP and deep learning AI techniques, our insurance partner achieved transformation towards intelligent enterprises. Our Leading AI Technologies. Computer Vision: Leveraging quick SKU modeling and a massive SKU database, our top- tier computer vision experts apply world-leading image classiﬁcation algorithms and advanced detection and positioning technology to provide sophisticated computer vision and pattern recognition solutions for our partners. Natural Language Processing: With powerful data acquisition and analysis capabilities, we enable our partners with reliable and stable national language processing (NLP) solutions. Auto Machine Learning Platform: We aim to help users quickly build enterprise-level machine learning applications using our auto machine learning platform which consists of a data, algorithm, and production core. Data core Enables massive data processing, builds closed-loop data processes, and integrates customer data management. Algorithm Core Supports multiple algorithms, automated feature extraction and selection, automated algorithm training, and enables quick deﬁnition of algorithm capabilities. Production Core MLaaS combines data and algorithm capacity, supports the deployment of enterprise-wide machine learning applications, and quickly enables the enterprise s AI output capabilities. Established in March 2018, AInnovation is the AI2B subsidiary of Sinovation Ventures, with the mission of AI Empowering Business. AInnovation leverages cutting-edge AI technologies to deliver AI-related products and solutions for enterprises, and empowers enterprise customers and partners through improving their business eﬃciency, enhancing their value and realizing their digital transformation. With our close ties to the Sinovation Ventures brand and our abundant AI resources and AI expert support from the Sinovation Ventures AI Institute, AInnovation has exceptional advantages in the AI industry, attracting over 300 technical and industry experts from top universities and leading companies in China and overseas. AInnovation has in-depth insights into both AI and enterprise services, and has accumulated extensive industry experience and best practices. Operating under a two-wheel driven model ""technology( & products""and""industry scenarios""), AInnovation oﬀers integrated AI solutions for retail, manufacturing and ﬁnance to recognized industry lighthouse customers, including Mars, Yonghui, Carlsberg, Nestle, WithWheat, Foxconn Technology Group, XCMG, CISDI, Yee Tung Group, Postal Savings Bank of China, China Everbright Bank, China Minsheng Bank and CPIC Allianz Health Insurance. Since its establishment, AInnovation has witnessed rapid growth. Our business strategy , has national scope, radiating from Beijing to Guangzhou, Chongqing, Nanjing, Ningbo, Hefei, Chengdu, Xi   an Qingdao and other cities, and covers North China, East China, Central China, West China and South China. With powerful AI commercialization capabilities, AInnovation has built a strong reputation in the capital market. In less than a year, it has secured investment of over RMB 500 million (angel to A+ round) from CICC ALPHA, Sinovation Ventures, and Chengwei Capital. Professional Team: We boast a team of over 300 technical and industry experts trained at top universities and by leading companies in China and overseas. Established in March 2018, AInnovation leverages cutting-edge AI technologies to deliver AI-related products and solutions for enterprises.",,,,
44,Airopie Technology Co.,China,,,,,,,,,https://www.airopie.com/,https://www.airopie.com/,,,https://www.airopie.com/,7,8/3/24,11/17/24
45,Airside,United States,2009,Private,1,1,1,1,0,0,https://www.airsidemobile.com/,https://airsidemobile.com/,no strong candidates; using root landing,"Your digital identity, your choice Airside puts you in full control of your personal information, making finance experiences ultra-secure and faster. The leading network for handling customer information, that maintains trust. Enroll your customers  identities: Enable quick and accurate capture of critical customer information. Onboard customers efficiently, with our convenient enrollment solutions. Seamless Experience, Privacy by Design, Easy-to-Integrate SDKs. Capture data accurately with ID Document Scanner. Make verification and authentication easier with our ePassport Chip Readers. Enroll your customers biometric data with a Structured Selfie. Privacy and Security. Verify their identities: Gain confidence with source verification and biometric matching. Truly Know Your Customers. Use Airside s proprietary verification service to match biometric and biographic data against trusted government data sources. Access the most reliable sources to verify your customers. Verify Biometrics and Biographics with Source Data. Reduce Fraud and Improve Compliance. Enable Online and In-Person Experiences. Empower customers to verify their own identity in real time: Enable new user experiences with real-time biometric and biographic verification for in-person or mobile experiences. Manage their privacy: Stay compliant by accessing customer attributes securely, with consent. Manage your customers data with their privacy in mind. AirsideX allows you to securely access your customer s most sensitive information in a user-controlled, consent driven manner. 100% compliant with all privacy laws. Give your customers the experiences they seek with the privacy you ve promised. Maintain Trust, Reduce Risk, Comply with Privacy Laws. Simplify compliance with complex privacy laws​. Privacy first, human always. Control of one s personal information is a civil liberty. Airside is the world s first and only privacy network that gives individuals complete control of their digital identity. We offer secure, scalable, user-centric solutions that empower businesses and individuals to manage personal information with integrity. Give your customers the experiences they seek, without compromise. Travel: Empower your customers to travel easily without interruption using their biometric data across their entire trip. Finance: Make customer onboarding, KYC and AML checks, and servicing secure and more efficient. Access Control: Speed up secure access for employees and visitors. Retail: Improve personalization and reduce fraud in-store and online. HR: Digitally verify employees eligibility to work with this government - authorized solution. The fastest way to prove who you are and get going. Forget paper documents and photocopies. Use the Airside App to securely and easily identify yourself while maintaining complete control over when, how, and with whom your personal information is stored and shared. Trusted by Millions: 8 M+ Members who use Airside s Digital Identity 12 M+ Convenient Experiences Provided to our Members 2 M+ Hours Saved by our Members 150 K+ Customer Reviews. With Airside, the sky s the limit. Innovation With Protection: A streamlined way of approaching customer information that provides value, trust, and compliance. Put your customers first by creating confidence in every interaction: Create innovative, convenient, and seamless experiences for your customers while reducing data security and privacy concerns. Onboard customers with accurate and convenient features in your mobile app. Truly know your customer! Reliable Sources. Fraud Protection. Real-time Convenience. Manage your customers  information, completely risk-free. Maintain Trust. Stay Compliant. Be Interoperable. Keep all personal information private and secure, every time. Digital ID you can trust. Save time. Gain peace-of-mind. Be in control. Privacy for everyone, everywhere in an oversharing world. We provide solutions that empower our members to manage access to their information securely, transparently and conveniently, by enabling businesses to access information with integrity. ""We believe customers shouldn t have to choose between Privacy and Convenience."" - Hans Miller, CEO. While Airside started with the goal of using mobile technology to drive convenience throughout the travel experience, over time we have come to realize that data privacy and security is the real customer need and it exists in industries far beyond travel. We are focused on expanding our capabilities to make sure they are suited for everyone, everywhere. After leaving the TSA, our founders, Hans Miller and Adam Tsao, wanted to work on projects that gave travelers greater security and convenience. A smoother, more efficient way of managing customer identity, that builds value and trust. Enroll your customers  identities Enable quick and accurate capture of critical customer information. Verify their identities Gain confidence with source verification and biometric matching. Manage their privacy Stay compliant by accessing customer attributes securely, with consent. Here s what happens when you give people control over their identities.",,,,
46,Aiseemu Technology,China,,,,,,,,,,,,,,,,
47,Aisles,United States,,,,,,,,,https://aisles.app/,https://aisles.app/,,,https://aisles.app/,95,3/10/23,4/26/25
48,AiUnion Technology,"Taiwan, Province of China",2018,Private,0,0,0,0,0,0,http://www.aiunion.com.tw/en/index.html,https://www.aiunion.com.tw/index.html,"canonical, og:url | needs manual review","AI Intelligent Video Recognition System. AiUnion Intelligent Video Recognition System. Innovative and advanced AI deep learning technology Flexible deployment structure for deploying AI Recognition System. Application Intelligent City,Intelligent Airport, Intelligent Station, Intelligent Community,Intelligent Traffic & Security, Intelligent Retail Store, Intelligent Mall, etc. Dynamic Facial Recognition Extremely wide human face capture angles, partial masking of human faces, high-speed identification performance. Face AI AI Dynamic Facial Recognition Solutions: AI CNN deep learning technology, Highly generalization, dynamic, and accurate, 512 facial feature points sampling, faces partial covered recognized: sunglasses, gauze mask, hat wearing, extreme face tilted angles recognized, face enrolling sources: ID photos, video, snapshot, web photos, edge or cloud system deployment structures, non-cooperating & dynamic environment. Recognition Accuracy. FaceAI Solutions: ID Check, Access Control, Attendance Records, Black List Alert, Real Name Authentication, VIP / Visitor Management. Smart Building Application. Smart Management Application. Vehicle Attribute Recognition & Big Data Intelligent City, security and traffic system application. Innovative and advanced AI deep learning technology with highly generalization ability, dynamic, and accurate. Structural analysis of vehicle features: vehicle color, vehicle type, license plate color, license plate number, vehicle brand and car model. Big data & cloud information retrieval system integration. Intelligent City, security and traffic system application. Crowd Behavior Analysis Public security application: 3D crowd counteR&Density analysis, Abnormal Lingering On, Virtual Fence, suspicious remnants detection. People Behavior AI Perimeter Security & Behavior Recognition. Innovative and advanced AI deep learning technology with highly generalization ability, dynamic, and accurate. Public security application: 3D crowd counteR&Density analysis, Abnormal Lingering On, Virtual Fence, suspicious remnants detection. Big Data application & people attributes: sex, age range, hair style, clothes color. Flexible deployment structure for deploying AI recognition systems on site or in the cloud. Big Data application & people attributes Use big data for structural analysis of person attributes (gender, age class, hair length, clothing pants color, etc.). About us Based on AI CNN Deep Learning technology, AiUnion develops FaceAI system for face capturing, face recognizing, identity enrolling and matching. AiUnion develops the differentiated AI solutions for the different industry fields, such as public security, bank, factory, building etc., and integrated with big data analysis and cloud system. Our vision is to create a win-win value with partners and customers in the new AI era. System Products Dynamic Facial Recognition Crowd Behavior Analysis 3D People CounteR&Density Vehicle Attributes Recognition and Big Data Analysis Technical features Innovative and advanced AI deep learning technology with highly generalization ability, dynamic, and accurate. Extremely wide image capture angles, partial masking of object, high-speed identification performance. Flexible deployment structure for deploying AI recognition systems on site or in the cloud. Structural analysis of image features and big data applications: including facial features, human attributes, vehicle characteristics, etc. Application area Public security, criminal investigation, security monitoring, identity verification, employee attendance management, access control, big data analysis, business customer relationship management, etc. Smart city, smart airport, smart station, smart transportation, road safety, smart park, smart campuse, smart retail, smart bank, smart building, smart community, and other different industries. Health AI AI FOREHEAD TEMPERATURE CHECK SYSTEM PROTECT YOUR HEALTH. Features Thermal Imager + AI Face Detection forehead temperature check and abnormal alert facial image visualization Thermal Imager + AI Face Recognition face recognition , real-time trace. combine face recognition system automatic forehead temperature check, record , track and examine abnormal temperature alert autonomous health management.",,,,
49,Ajou University,"Korea, Republic of",1973,,,,,,,,https://www.ajou.ac.kr/en/index.do ,http://www.ajou.ac.kr/kr/index.do,canonical,,,,,
50,Akurat Satu Indonesia,Indonesia,,,,,,,,,,,,,,,,
51,AlcatrazAI,United States,2016,Private,0,0,1,0,0,0,https://www.alcatraz.ai/about,https://www.alcatraz.ai/,logo link | needs manual review,"Our Mission. Alcatraz  mission is to make authentication secure and frictionless. The platform is scalable, fast, easy to integrate and works with existing access control systems. We use computer vision and artificial intelligence for real-time decision making on the edge. Our algorithms constantly improve with deep learning-based analytics at the core. Alcatraz starts with physical access control, replacing current badge and biometric readers. Over time, we will be adding more applications in a wide range of verticals. What we value. Ownership. We want people who like to own products from start to end. Work accross different parts of the stack. Pitch for help wherever they can contribute, and take pride of their work. Agility. We work with cutting edge technologies. We push ourselves to adapt to change and adopt new technologies. We re more afraid of losing an opportunity than by making mistakes. Openness. We value people who are unafraid of speaking their thoughts, seeking help from others, and receive feedback with an open mind. We ensure that our culture cultivates this value at all times.",,,,
52,AlchemeSkincare,Singapore,2017,Private,0,0,0,1,0,0,https://alcheme.one/about-us/,https://alcheme.one/,site unreachable (used root),"Your perfect personalised skincare regimen. 40 years of skincare experience backed by tests in Japan, Korea and Europe. Each product is uniquely formulated to fit your skin s needs, based on the lifestyle you lead. Guaranteed to deliver results! If you don t, we reformulate. Your skin is your unique imprint; ever changing and one of a kind. It needs a potent care regimen, created from the purest of nature s elixirs to address its every need. It needs alche{me}! Conscious skincare, made to transform your skin, effortlessly. Conscious from start to fіnish. The answers to your skin problems do not lie in mass-produced bottles that harm the planet. alche{me} is not just personalized skincare. It s conscious skincare. Care for you. Care for the planet. At alche{me}, we work to reduce our carbon footprint every step of the way. Our innovative technology is built to create precise skincare solutions in real time, manufacturing on demand with minimal wastage. We all have different lifestyles, priorities, and skin types. Whether your focus is on clearing up acne, slowing down your skin s aging, looking for that extra glow (or all 3!), you shouldn t need a shelf full of products and a free evening. Our brand was born out of the belief that our skincare routine could be made simple and effective, if products were tailored to each person s unique needs. That s why each bottle is formulated individually, to ensure that every ingredient that goes on your skin is exactly what you need. Our lab in Singapore. All alche{me} products are manufactured right here in Singapore. Our GMP-certified, state-of-the-art laboratory follows a set of stringent quality control and safety measures to ensure that all our products deliver exactly what they are promised to do. Our technology. alche{me} uses an intelligent facial detection technology to fairly assess your skin. Based on your selfie, the algorithms estimate various criteria (size and number of wrinkles, dark spots, pores, etc.) and compare your results to your relevant peer group. The additional details from your questionnaire, will help then to generate a preliminary recommendation according to your skin diagnosis, lifestyle and environment. You can modify your priorities, add comments and details, and opt for a scented formulation or a lighter texture when available. An alche{me} skincare expert will contact you to ensure that the final analysis is accurate. Once confirmed, the Singapore based state-of-the art lab gets to work on your personalised products.",,,,
